name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Lisboa, Portugal",2024-08-15,95,65.3,78.2,93.1,65.3,77.5,55.7,50.6,0,0,0,,0,0,28,18.3,344.2,1015.3,1.4,6.5,306.1,26.3,9,,2024-08-15T06:50:50,2024-08-15T20:30:38,0.36,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-16,98.5,69.7,83.6,94.7,69.7,82.3,51.1,34.8,0,0,0,,0,0,27.7,15.4,342.9,1015.5,0.4,6.5,313.6,27.1,9,,2024-08-16T06:51:43,2024-08-16T20:29:19,0.39,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-17,89.6,70.3,78.1,88.9,70.3,78.3,60.9,57.1,0,0,0,,0,0,34,24.8,335.5,1016.2,10.8,6.5,305.4,26.3,9,,2024-08-17T06:52:37,2024-08-17T20:27:59,0.42,Clear,Clear conditions throughout the day.,clear-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-18,86.4,68.4,75.1,88.2,68.4,75.8,65.4,73.3,0,0,0,,0,0,32.2,22.7,339.3,1016.2,31.4,6.5,269.3,23.4,9,,2024-08-18T06:53:31,2024-08-18T20:26:38,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-19,81.4,66.5,72.8,82.2,66.5,72.9,60.6,67.8,0,0,0,,0,0,36.9,20.8,328.2,1014.7,20.3,6.5,301.7,25.9,9,,2024-08-19T06:54:25,2024-08-19T20:25:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-20,81.3,67.1,72.6,83.2,67.1,72.8,64.3,76.1,0,0,0,,0,0,36.9,22.5,333.2,1015.4,28.8,6.6,286.3,24.8,9,,2024-08-20T06:55:19,2024-08-20T20:23:54,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-21,83.1,64.7,71.7,83.7,64.7,71.8,61.2,71,0,0,0,,0,0,27.7,16.6,314.9,1015.2,24.3,6.5,303.7,26.3,9,,2024-08-21T06:56:13,2024-08-21T20:22:30,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-22,77.8,64.4,69.2,77.8,64.4,69.2,57.9,68.9,0,0,0,,0,0,29.1,20.2,331,1017.2,27.5,6.5,258,22.2,9,,2024-08-22T06:57:06,2024-08-22T20:21:06,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-23,84.5,66.2,73.7,86.2,66.2,74.3,64.3,73.9,0,0,0,,0,0,28.2,16.6,334.7,1015,47.6,6.5,260,22.6,8,,2024-08-23T06:58:00,2024-08-23T20:19:40,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-24,82.9,64,72.2,84.5,64,72.4,63.8,76.5,0,0,0,,0,0,30.2,20.4,331.4,1014.7,32.8,6.5,242.3,20.9,9,,2024-08-24T06:58:54,2024-08-24T20:18:14,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-25,81.5,62.6,69.3,81.3,62.6,69.3,54.8,61.7,0,0,0,,0,0,33.3,19.7,328.8,1017,12.5,6.5,302.2,26,9,,2024-08-25T06:59:47,2024-08-25T20:16:47,0.7,Clear,Clear conditions throughout the day.,clear-day,"08534099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-26,87,62.9,71.6,86.5,62.9,71.6,57.4,63.2,0,0,0,,0,0,28.2,16.6,319.1,1015.6,46.3,6.5,287.8,24.9,9,,2024-08-26T07:00:41,2024-08-26T20:15:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-27,84.4,62.2,70.5,82.7,62.2,70.3,56.7,64.8,0,0,0,,0,0,25.1,13.4,327.6,1015.1,14.5,6.5,284.6,24.6,9,,2024-08-27T07:01:34,2024-08-27T20:13:52,0.77,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-28,83.2,61.3,70.1,82.6,61.3,70.1,60.2,72.9,0,0,0,,0,0,29.3,17.4,332,1014.4,28.2,6.5,268.6,23.3,8,,2024-08-28T07:02:27,2024-08-28T20:12:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-29,76,66.2,69.6,76,66.2,69.6,62.4,78.5,0,0,0,,0,0,28,18.2,328.7,1015.3,56.4,6.5,225.6,19.7,8,,2024-08-29T07:03:21,2024-08-29T20:10:53,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-30,81.7,64.7,69,82.6,64.7,69,61.7,78.7,0,0,0,,0,0,30,16.3,315.7,1014.1,54.9,6.4,262.7,22.6,8,,2024-08-30T07:04:14,2024-08-30T20:09:23,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-31,77.9,64.4,69.1,77.9,64.4,69.1,62.3,79.9,0,0,0,,0,0,32.2,19,325.2,1014.1,60.1,6.5,103.8,9,5,,2024-08-31T07:05:07,2024-08-31T20:07:52,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-01,79.3,64.9,70.6,79.3,64.9,70.6,61.8,74.9,0,0,0,,0,0,38,21.3,334.7,1015.7,55.2,6.5,193,16.4,9,,2024-09-01T07:06:00,2024-09-01T20:06:21,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-02,73.7,63,68.6,73.7,63,68.6,60.2,75.6,0,0,0,,0,0,35.8,22.2,332.6,1015.4,54.1,6.5,176,15.4,5,,2024-09-02T07:06:54,2024-09-02T20:04:49,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-03,72,60.8,65.2,72,60.8,65.2,54,67.9,0,0,0,,0,0,35.8,22.6,330,1015.1,30.3,6.5,207,17.7,9,,2024-09-03T07:07:47,2024-09-03T20:03:17,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-04,81.7,61.1,69,81.4,61.1,69,56,65.3,0.033,100,4.17,rain,0,0,32.2,18,324.3,1015.1,18.9,6.5,255.3,22.1,8,,2024-09-04T07:08:40,2024-09-04T20:01:44,0.05,Rain,Clear conditions throughout the day with afternoon rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-05,77.8,59.9,66.9,77.8,59.9,66.9,53.8,64.5,0,0,0,,0,0,35.8,22.4,325.7,1011.4,24.8,6.5,208.4,17.9,8,,2024-09-05T07:09:33,2024-09-05T20:00:11,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-06,71.1,57.5,64,71.1,57.5,64,50.5,63.3,0,0,0,,0,0,31.1,18.3,332.2,1010.1,19.3,6.5,253.2,22,8,,2024-09-06T07:10:26,2024-09-06T19:58:38,0.11,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-07,75.2,55.4,65.3,75.2,55.4,65.3,55.2,71.1,0,0,0,,0,0,18.8,12.8,271.6,1012,27.1,6.5,237.7,20.4,9,,2024-09-07T07:11:19,2024-09-07T19:57:04,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,08531099999,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-08,78.2,59.4,67.1,78.2,59.4,67.1,56.8,71.1,0,0,0,,0,0,26.6,14.5,326.1,1016,25.9,6.5,244.3,21.1,8,,2024-09-08T07:12:12,2024-09-08T19:55:30,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-09,77.4,63,68.7,77.4,63,68.7,58,70.7,0,0,0,,0,0,27.7,19.7,332.4,1019.8,41.6,6.5,223.5,19.4,9,,2024-09-09T07:13:05,2024-09-09T19:53:55,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-10,74.2,61.2,66.4,74.2,61.2,66.4,56.9,72.7,0,0,0,,0,0,31.1,19.6,325.5,1019.4,31,6.5,216,18.6,8,,2024-09-10T07:13:58,2024-09-10T19:52:20,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-11,77.8,60.8,67.4,77.8,60.8,67.4,54,64.9,0,0,0,,0,0,48.3,29.1,331.8,1017.9,25.3,6.5,210.5,18.3,8,,2024-09-11T07:14:51,2024-09-11T19:50:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-12,77.8,63,68.7,77.8,63,68.7,58.2,70.8,0,0,0,,0,0,39.4,24.8,337.7,1018.7,27.9,6.5,236.7,20.3,8,,2024-09-12T07:15:44,2024-09-12T19:49:10,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-13,87.4,62.9,72.7,85.2,62.9,72.4,56.4,60.7,0,0,0,,0,0,31.3,16.1,345.9,1016.5,32.9,6.4,236.5,20.2,8,,2024-09-13T07:16:37,2024-09-13T19:47:34,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-14,84.9,68.8,75.4,84.4,68.8,75.4,51.9,45,0,0,0,,0,0,20.6,13,11.1,1017.6,20.8,6.5,238.2,20.4,8,,2024-09-14T07:17:30,2024-09-14T19:45:59,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-15,90.4,65.8,77.3,87,65.8,76.4,47,35.7,0,0,0,,0,0,23.3,14.8,341,1016.5,6,6.5,240.6,20.5,8,,2024-09-15T07:18:23,2024-09-15T19:44:23,0.41,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-16,93.3,64.9,79.6,89.3,64.9,78.1,40.5,26.3,0,0,0,,0,0,20.4,12.3,356.4,1013.2,5.1,6.5,233.4,19.9,8,,2024-09-16T07:19:16,2024-09-16T19:42:47,0.45,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-17,87.8,69.8,76.6,84.2,69.8,75.8,38.5,26,0,0,0,,0,0,25.3,14.1,14.7,1009.2,9.2,6.5,212.4,18.4,8,,2024-09-17T07:20:09,2024-09-17T19:41:11,0.48,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-18,79,62,68.7,79,62,68.7,59.7,74.3,0,0,0,,0,0,20.4,13.8,186.3,1009.3,39.6,6.4,209.6,17.9,8,,2024-09-18T07:21:03,2024-09-18T19:39:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-19,77.5,62.7,69.2,77.5,62.7,69.2,61.7,79.1,0,0,0,,0,0,18.3,12.5,190.8,1010.7,53.7,6.2,205,17.8,7,,2024-09-19T07:21:56,2024-09-19T19:37:59,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-20,75.8,65.7,69.6,75.8,65.7,69.6,62.1,77.9,0,0,0,,0,0,20.8,14.4,205,1011.5,34,6.4,143.1,12.2,6,,2024-09-20T07:22:50,2024-09-20T19:36:22,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-21,73.4,61.7,67.9,73.4,61.7,67.9,62.1,82.7,0,0,0,,0,0,15.2,13.3,237.9,1013,39.2,6,159.8,13.7,7,,2024-09-21T07:23:43,2024-09-21T19:34:46,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-22,74.8,61.7,66.9,74.8,61.7,66.9,60.8,81.8,0,0,0,,0,0,19.7,11.9,305.8,1016.5,50.3,5.4,196.5,16.7,7,,2024-09-22T07:24:37,2024-09-22T19:33:10,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-23,73.8,59.2,65.4,73.8,59.2,65.4,54.8,70.4,0,0,0,,0,0,25.1,11.3,323.1,1018.2,37.6,6.5,219.3,19,8,,2024-09-23T07:25:31,2024-09-23T19:31:35,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-24,72.1,60.4,65.8,72.1,60.4,65.8,61.9,87.5,0,0,0,,0,0,20.8,14.7,225.4,1016.2,52.4,5.2,75.3,6.6,3,,2024-09-24T07:26:25,2024-09-24T19:29:59,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-25,72.2,68,70.1,72.2,68,70.1,68.9,96,0.178,100,4.17,rain,0,0,24.6,12.8,235.7,1015.5,88.4,4.9,93.4,7.9,4,,2024-09-25T07:27:19,2024-09-25T19:28:23,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-26,75.6,66.2,70.1,75.6,66.2,70.1,65.6,86.5,0.223,100,4.17,rain,0,0,29.5,19.7,241.9,1015.3,67.3,5.8,151.3,13,7,,2024-09-26T07:28:14,2024-09-26T19:26:48,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-27,72.4,58.1,65.5,72.4,58.1,65.5,55.4,71.6,0.042,100,4.17,rain,0,0,26.6,15.4,333.2,1020.7,29.6,6.5,175,15.1,7,,2024-09-27T07:29:08,2024-09-27T19:25:12,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-09-28,75.6,54.5,63.5,75.6,54.5,63.5,47.6,58.7,0,0,0,,0,0,22.4,14.8,356.2,1021.9,42.3,6.5,193.9,16.7,7,,2024-09-28T07:30:03,2024-09-28T19:23:37,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-29,80.1,56.8,67.5,79.7,56.8,67.5,44.8,46,0,0,0,,0,0,19.7,11.6,337.3,1021.1,4.7,6.5,216,18.7,7,,2024-09-29T07:30:58,2024-09-29T19:22:03,0.89,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-09-30,82.3,58.2,69.2,82.8,58.2,69.3,54.5,61.8,0,0,0,,0,0,23,15,335.3,1019.9,15.2,6.6,206.3,17.6,7,,2024-09-30T07:31:53,2024-09-30T19:20:28,0.92,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-01,77.3,63.6,69.6,77.3,63.6,69.6,63.8,82.4,0,0,0,,0,0,19,11,306.8,1018.8,57.5,6.5,121.2,10.5,5,,2024-10-01T07:32:48,2024-10-01T19:18:54,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-02,74.7,68,70.6,74.7,68,70.6,67.8,90.9,0.009,100,4.17,rain,0,0,18.6,13,270.4,1016.5,87.8,5.8,61.3,5.4,2,,2024-10-02T07:33:44,2024-10-02T19:17:20,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-03,75.1,66.2,70.2,75.1,66.2,70.2,66.3,87.5,0.013,100,4.17,rain,0,0,21.3,9.8,297.9,1016.3,82,6.4,72.3,6.2,3,,2024-10-03T07:34:40,2024-10-03T19:15:47,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-04,74.3,66.4,69.9,74.3,66.4,69.9,67.7,93,0.007,100,4.17,rain,0,0,16.3,9.5,273.4,1015.9,85.7,6.5,120.3,10.2,5,,2024-10-04T07:35:36,2024-10-04T19:14:14,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-05,76.7,66.5,70.4,76.7,66.5,70.4,67.4,90.6,0,0,0,,0,0,18.1,13.4,237.1,1015.6,85.1,6.4,137.6,12.1,7,,2024-10-05T07:36:32,2024-10-05T19:12:42,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-10-06,72.5,68,70.1,72.5,68,70.1,68.3,93.8,0.008,100,4.17,rain,0,0,28.6,17.6,210.8,1011.8,89.3,6,69.3,5.8,3,,2024-10-06T07:37:29,2024-10-06T19:11:10,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-10-07,72.5,66.1,68.7,72.5,66.1,68.7,63.7,85,0.303,100,4.17,rain,0,0,34.4,21.8,231,1007.4,57.6,6.2,134.4,11.5,7,,2024-10-07T07:38:26,2024-10-07T19:09:38,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-08,72.1,64.4,67.8,72.1,64.4,67.8,63.5,86.1,0.013,100,4.17,rain,0,0,33.3,20.7,218.2,1011.8,60.1,6.5,112.6,9.7,6,,2024-10-08T07:39:23,2024-10-08T19:08:07,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-09,71.5,63,68.2,71.5,63,68.2,63.9,86.6,0.111,100,4.17,rain,0,0,40.1,27.1,233.4,1007.5,68.9,5.7,149,12.8,7,,2024-10-09T07:40:21,2024-10-09T19:06:37,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-10,72.1,56.5,64.5,72.1,56.5,64.5,58.9,83.4,0,0,0,,0,0,14.8,10.5,212.4,1013.9,34.2,6.5,177.3,15.3,7,,2024-10-10T07:41:19,2024-10-10T19:05:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-11,73.7,62.6,67.6,73.7,62.6,67.6,66,94.6,0.257,100,4.17,rain,0,0,34.4,21,180.2,1008.4,84.6,5.2,65.6,5.7,4,,2024-10-11T07:42:17,2024-10-11T19:03:38,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-12,75.2,66.2,69.7,75.2,66.2,69.7,65.1,86.2,0.157,100,4.17,rain,0,0,22.6,16.6,184.2,1007,75,6.2,129.7,11.3,5,,2024-10-12T07:43:15,2024-10-12T19:02:10,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-10-13,77.4,64.4,69.3,77.4,64.4,69.3,63.6,83.5,0.024,100,4.17,rain,0,0,31.1,13,111.7,1012.8,55.5,6.3,176,15.3,7,,2024-10-13T07:44:14,2024-10-13T19:00:42,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-10-14,75.7,58.6,66.8,75.7,58.6,66.8,61.2,83.6,0,0,0,,0,0,19.7,12.5,189,1012.5,22.2,6.5,132.5,11.3,5,,2024-10-14T07:45:13,2024-10-14T18:59:15,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-15,68.9,62.9,66.4,68.9,62.9,66.4,65.1,95.7,0.031,100,8.33,rain,0,0,31.5,17.5,148.6,1003.2,84,5.2,75,6.4,4,,2024-10-15T07:46:13,2024-10-15T18:57:49,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-16,71.5,57.2,65.7,71.5,57.2,65.7,62.8,90.9,1.202,100,8.33,rain,0,0,25.1,14.8,253.2,1008.8,59.6,6,120.6,10.2,6,,2024-10-16T07:47:13,2024-10-16T18:56:23,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-17,70.2,57.6,63.4,70.2,57.6,63.4,55.9,77.7,0.414,100,8.33,rain,0,0,27.3,11.7,290.8,1021.9,29.8,6.5,181.2,15.5,7,,2024-10-17T07:48:13,2024-10-17T18:54:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-18,70.9,59.9,65.6,70.9,59.9,65.6,60.1,83,0,0,0,,0,0,23.9,9.5,287.9,1025.1,60.6,6.5,123.3,10.5,7,,2024-10-18T07:49:13,2024-10-18T18:53:35,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-19,70.2,61.2,65.2,70.2,61.2,65.2,61.1,87.6,0,0,0,,0,0,15,11.1,230.6,1023,41.9,6.4,132.4,11.5,6,,2024-10-19T07:50:14,2024-10-19T18:52:12,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-10-20,71.8,59,64,71.8,59,64,60.3,88.7,0,0,0,,0,0,19.7,6.5,262.6,1023.5,47.8,5.2,142.9,12.3,6,,2024-10-20T07:51:15,2024-10-20T18:50:51,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-10-21,73.9,58.1,64.5,73.9,58.1,64.5,60,86.7,0,0,0,,0,0,19.7,14.4,341.2,1023.7,37,5.3,176,15.2,6,,2024-10-21T07:52:17,2024-10-21T18:49:30,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPAR,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-22,75.5,61.2,66.9,75.5,61.2,66.9,60.4,80.6,0,0,0,,0,0,23.7,13.4,339.8,1023.5,20.2,6.5,164.9,14.3,6,,2024-10-22T07:53:19,2024-10-22T18:48:10,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-23,78.9,60.3,68.1,78.9,60.3,68.1,59.7,76,0,0,0,,0,0,12.5,10.6,23.8,1021.4,11,6.5,165.8,14.2,6,,2024-10-23T07:54:21,2024-10-23T18:46:51,0.7,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-24,72.1,60.1,66.2,72.1,60.1,66.2,61,83.6,0,0,0,,0,0,21.9,8.3,71.6,1019.4,40.6,6.5,82.3,7.2,6,,2024-10-24T07:55:24,2024-10-24T18:45:34,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-10-25,63.6,55.4,59.6,63.6,55.4,59.6,51,74.2,0.008,100,4.17,rain,0,0,30.9,15.8,326.3,1021.5,55.4,6.5,157.5,13.6,6,,2024-10-25T07:56:27,2024-10-25T18:44:17,0.77,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
