name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Lisboa, Portugal",2024-06-03,80.2,64,72.3,80.7,64,72.4,58.2,62.6,0,0,0,,0,0,16.8,14.2,254.6,1013.9,20.2,6.5,276.4,23.8,10,,2024-06-03T06:12:54,2024-06-03T20:57:13,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-04,82.2,64.4,72.3,82.2,64.4,72.2,54.5,54.6,0,0,0,,0,0,20.8,13.9,294.6,1013.8,19.1,6.5,284.4,24.6,9,,2024-06-04T06:12:37,2024-06-04T20:57:51,0.93,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-05,75.5,62.6,68,75.5,62.6,68,57.6,70.3,0,0,0,,0,0,24.4,14.1,318.6,1015.2,48.2,6.5,269.8,23.3,8,,2024-06-05T06:12:21,2024-06-05T20:58:27,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-06,84.2,59,69.2,83.6,59,69.2,56.3,65.7,0,0,0,,0,0,26.4,18.2,343.2,1013,56.5,6.5,263.6,22.7,10,,2024-06-06T06:12:06,2024-06-06T20:59:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-07,75.7,64,68.2,75.7,64,68.2,62.3,82,0.065,100,4.17,rain,0,0,24.2,11.6,215.2,1011.1,45.7,6,124.2,10.9,6,,2024-06-07T06:11:54,2024-06-07T20:59:36,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-08,67.1,62.6,64.4,67.1,62.6,64.4,60.8,88.4,0.433,100,4.17,rain,0,0,17.2,10.9,218.6,1012.8,73,5.7,125.6,11,5,,2024-06-08T06:11:44,2024-06-08T21:00:09,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-06-09,70.2,59.3,64.4,70.2,59.3,64.4,59.1,83.6,0.004,100,4.17,rain,0,0,20.8,10.3,289.8,1012.9,68.3,6.5,173.8,15,6,,2024-06-09T06:11:35,2024-06-09T21:00:40,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-06-10,70.7,61.1,65.4,70.7,61.1,65.4,58.5,78.5,0,0,0,,0,0,24.2,10.3,288.5,1013.3,77.1,6.5,235.6,20.3,10,,2024-06-10T06:11:28,2024-06-10T21:01:10,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-06-11,72.9,60.8,65.8,72.9,60.8,65.8,56.5,73.4,0,0,0,,0,0,33.3,19.7,320.8,1015.8,27.9,6.5,212,18.2,10,,2024-06-11T06:11:23,2024-06-11T21:01:38,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-12,72.9,59.3,65.2,72.9,59.3,65.2,53.8,68,0,0,0,,0,0,31.8,18.6,331.8,1018.4,37.5,6.5,322.6,28,10,,2024-06-12T06:11:20,2024-06-12T21:02:05,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-13,75.5,57.5,65.3,75.5,57.5,65.3,52.1,65.2,0,0,0,,0,0,26.6,17,326.3,1019.7,23.6,6.5,286,24.8,9,,2024-06-13T06:11:19,2024-06-13T21:02:31,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-14,78.5,60.8,67.5,78.5,60.8,67.5,59.2,75.7,0,0,0,,0,0,27.7,18.2,332.2,1017.8,39.1,6.5,173.6,14.9,5,,2024-06-14T06:11:20,2024-06-14T21:02:55,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-15,71.1,57.5,63.9,71.1,57.5,63.9,52.4,67.8,0,0,0,,0,0,30.9,17.1,336.1,1018.5,27.8,6.5,326.8,28.3,10,,2024-06-15T06:11:22,2024-06-15T21:03:17,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-06-16,74.4,59.3,66.5,74.4,59.3,66.5,56,70.4,0,0,0,,0,0,24.6,14.4,331.8,1016.9,47.7,6.5,247.3,21.3,8,,2024-06-16T06:11:26,2024-06-16T21:03:37,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-06-17,72.1,60.8,66.1,72.1,60.8,66.1,59.7,80.9,0,0,0,,0,0,23.3,15.2,231.2,1013.4,50.1,6,193,16.6,10,,2024-06-17T06:11:32,2024-06-17T21:03:57,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-18,71,60.7,65,71,60.7,65,58.2,80,0.367,100,4.17,rain,0,0,25.1,17,233.2,1012.4,55.2,6.5,296.3,25.6,9,,2024-06-18T06:11:40,2024-06-18T21:04:14,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-19,70.5,58.1,65,70.5,58.1,65,56.6,75.5,0.088,100,4.17,rain,0,0,29.8,17.7,314.7,1015,42.3,6.5,298.9,25.7,10,,2024-06-19T06:11:49,2024-06-19T21:04:30,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-20,70,60.8,64.1,70,60.8,64.1,54.8,72.3,0.082,100,4.17,rain,0,0,29.1,14.9,328.1,1020,73.2,6.5,133.5,11.5,5,,2024-06-20T06:12:00,2024-06-20T21:04:44,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-21,76,59,65.8,76,59,65.8,54.7,68.7,0,0,0,,0,0,30.6,18,341.7,1022.3,28.1,6.5,282.5,24.4,10,,2024-06-21T06:12:13,2024-06-21T21:04:56,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-22,83.3,57.5,68.7,82.6,57.5,68.7,53.8,61.4,0,0,0,,0,0,36.9,22.9,341.6,1021.2,13.4,6.5,328,28.5,9,,2024-06-22T06:12:28,2024-06-22T21:05:06,0.5,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-06-23,85,62.9,73,85,62.9,73,59,64.2,0,0,0,,0,0,33.3,19.3,333.1,1015.6,43.9,6.5,269.4,23.2,9,,2024-06-23T06:12:44,2024-06-23T21:05:15,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-06-24,86.5,63,72,88.3,63,72.3,61.9,72.3,0,0,0,,0,0,30.2,20.8,319,1010.9,26.8,6.5,172.8,15,10,,2024-06-24T06:13:01,2024-06-24T21:05:22,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-25,72.4,61.1,65.8,72.4,61.1,65.8,57.8,76.4,0.001,100,4.17,rain,0,0,26.8,17.3,326.1,1011.6,61.6,6.6,177.8,15.3,6,,2024-06-25T06:13:21,2024-06-25T21:05:27,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-26,71.9,60.8,65.4,71.9,60.8,65.4,58.4,78.4,0.002,100,4.17,rain,0,0,17,14.2,252.5,1010.2,58.5,6.5,268.8,23.2,9,,2024-06-26T06:13:41,2024-06-26T21:05:30,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-27,78.6,60.8,66.9,78.6,60.8,66.9,60.7,81.8,0.003,100,4.17,rain,0,0,24.2,11.4,282.5,1011.7,36.3,6.3,107.6,9.2,6,,2024-06-27T06:14:04,2024-06-27T21:05:32,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-28,69.6,63,65.3,69.6,63,65.3,62.8,92,0.264,100,4.17,rain,0,0,21.5,10.7,311.7,1014.6,73.7,6.2,44.5,3.8,2,,2024-06-28T06:14:28,2024-06-28T21:05:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-06-29,68,61.1,63.4,68,61.1,63.4,59.2,86.5,0.039,100,4.17,rain,0,0,25.9,12.6,319.1,1017.6,86.5,6.4,95.2,8.3,5,,2024-06-29T06:14:53,2024-06-29T21:05:29,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-06-30,72,62.6,66.2,72,62.6,66.2,60.3,82,0,0,0,,0,0,22.6,13.8,290.5,1017.2,73.4,6.4,234,20.2,10,,2024-06-30T06:15:20,2024-06-30T21:05:25,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-01,77.9,61,69.2,77.9,61,69.2,59.2,71.7,0,0,0,,0,0,26.4,15.5,328.5,1019.6,28,6.5,187.4,16.1,7,,2024-07-01T06:15:48,2024-07-01T21:05:19,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-02,91,64.8,76.2,90.8,64.8,76.4,60.8,61.7,0,0,0,,0,0,26.6,17.2,335.6,1017.4,11,6.5,305,26.2,9,,2024-07-02T06:16:17,2024-07-02T21:05:11,0.87,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-03,82.2,64.4,73,83,64.4,73.2,59.6,64.2,0,0,0,,0,0,29.3,16.1,327.8,1014.9,14.8,6.5,283.6,24.5,10,,2024-07-03T06:16:48,2024-07-03T21:05:01,0.91,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-04,92.3,60.7,74.8,93.9,60.7,75.3,60.9,64.8,0,0,0,,0,0,23.9,14.4,331.1,1012,6.3,6.5,318.4,27.4,9,,2024-07-04T06:17:20,2024-07-04T21:04:49,0.95,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-05,88.3,65.3,74.5,89,65.3,74.8,61,64.3,0,0,0,,0,0,32.4,18.9,318.2,1010.8,12.1,6.5,279.3,24.1,9,,2024-07-05T06:17:53,2024-07-05T21:04:36,0,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-06,72.5,61.1,66.5,72.5,61.1,66.5,57.2,72.7,0,0,0,,0,0,35.8,21.6,335.7,1015.3,56.1,6.5,160.4,13.8,6,,2024-07-06T06:18:28,2024-07-06T21:04:20,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-07,72.5,59.2,64.7,72.5,59.2,64.7,51.9,64.7,0,0,0,,0,0,29.5,15.8,338.1,1016.2,29.7,6.5,330.8,28.6,9,,2024-07-07T06:19:04,2024-07-07T21:04:03,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-08,78.2,59.3,67.4,78.2,59.3,67.4,56.1,69.6,0,0,0,,0,0,21.9,13.8,285.8,1015.5,27.7,6.5,290.8,24.9,9,,2024-07-08T06:19:40,2024-07-08T21:03:43,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-09,74,64.7,68.4,74,64.7,68.4,64,86.3,0.004,100,4.17,rain,0,0,17.9,13,223.1,1016.3,74.9,6,240.2,20.7,10,,2024-07-09T06:20:18,2024-07-09T21:03:22,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-10,82.4,66.2,72.5,84.2,66.2,72.8,65.9,81.6,0,0,0,,0,0,19.7,11.7,257,1018.5,56.7,5.7,283,24.4,9,,2024-07-10T06:20:57,2024-07-10T21:02:59,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-11,82.3,66.5,73,85.5,66.5,73.5,66.1,80.2,0,0,0,,0,0,23,14.1,321.6,1019.4,64.9,6.5,167.9,14.5,9,,2024-07-11T06:21:37,2024-07-11T21:02:34,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-12,80.8,64.2,71.2,81.7,64.2,71.2,61,71.7,0,0,0,,0,0,29.1,17,334,1017.2,45.3,6.5,226.7,19.6,9,,2024-07-12T06:22:18,2024-07-12T21:02:07,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-13,78.1,60.8,67.9,78.1,60.8,67.9,54.7,65.5,0,0,0,,0,0,23.7,13.9,317,1013.1,32.4,6.4,306.6,26.4,9,,2024-07-13T06:23:00,2024-07-13T21:01:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-14,76.8,59.4,68.5,76.8,59.4,68.5,60,75.3,0,0,0,,0,0,19.7,15.6,248.6,1014.7,28,6.4,249.2,21.8,9,,2024-07-14T06:23:43,2024-07-14T21:01:08,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-15,77.6,64.8,70.7,77.6,64.8,70.7,60.3,72.2,0,0,0,,0,0,22.8,12.3,301.5,1017,45.3,6.2,293,25.2,10,,2024-07-15T06:24:26,2024-07-15T21:00:36,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-16,77.8,62.9,69.2,77.8,62.9,69.2,58.2,69.7,0,0,0,,0,0,28,13.8,332.5,1018.5,29.1,6.5,321.7,27.8,10,,2024-07-16T06:25:11,2024-07-16T21:00:01,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-17,82.6,61,70.5,82.6,61,70.5,57.7,66.7,0,0,0,,0,0,24.4,12.7,323.7,1016.5,18,6.5,258.8,22.5,10,,2024-07-17T06:25:56,2024-07-17T20:59:25,0.37,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-18,90.8,60.4,75.1,89,60.4,74.5,54.5,52.7,0,0,0,,0,0,26.4,13.8,325.1,1017.2,3.9,6.5,318.7,27.7,9,,2024-07-18T06:26:42,2024-07-18T20:58:48,0.4,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-19,87.9,66.1,75.4,89.5,66.1,75.8,58.7,57.4,0,0,0,,0,0,25.7,14.7,321.4,1018,16.6,6.5,237.9,20.5,9,,2024-07-19T06:27:28,2024-07-19T20:58:08,0.44,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-20,79.6,66.2,72.7,79.6,66.2,72.7,64.5,76.2,0,0,0,,0,0,25.3,18.3,319.5,1016.1,66.2,6.4,239.7,20.6,8,,2024-07-20T06:28:15,2024-07-20T20:57:27,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-21,80.6,64.4,70.9,80.4,64.4,70.9,58,65.8,0,0,0,,0,0,32.9,17.2,331,1015.9,45.9,6.5,296.4,25.6,9,,2024-07-21T06:29:03,2024-07-21T20:56:44,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-22,96.1,64.4,78.2,93.1,64.4,77.2,54.5,49.9,0,0,0,,0,0,25.9,13,339.2,1015.5,4.4,6.5,314.5,27.1,9,,2024-07-22T06:29:52,2024-07-22T20:55:59,0.54,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPST,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-23,98.7,71.3,84.3,96.8,71.3,83.1,53.5,37.7,0,0,0,,0,0,18.3,11.6,299.2,1016.7,1.4,6.5,306.6,26.5,9,,2024-07-23T06:30:41,2024-07-23T20:55:13,0.57,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-24,98.6,68,81.5,97.8,68,81.8,59.6,49.8,0,0,0,,0,0,20.6,16.1,311.6,1015.8,9.1,6.5,295.5,25.5,9,,2024-07-24T06:31:30,2024-07-24T20:54:25,0.61,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-25,77.7,65.2,70.4,77.7,65.2,70.4,62.9,78.4,0,0,0,,0,0,33.6,17.8,321.9,1013.3,30.2,6.5,98.2,8.5,3,,2024-07-25T06:32:20,2024-07-25T20:53:35,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-26,84.9,66.6,73.9,86.3,66.6,74.3,62.9,70.1,0,0,0,,0,0,33.6,18.2,327.4,1011.6,26.3,6.5,273.2,23.4,9,,2024-07-26T06:33:10,2024-07-26T20:52:44,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-27,81,66.2,72.5,81.4,66.2,72.5,61.8,71.4,0,0,0,,0,0,27.5,14.1,321.1,1012.6,29.8,6.5,123.3,10.6,5,,2024-07-27T06:34:01,2024-07-27T20:51:51,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-28,92.8,65.9,76.7,92.3,65.9,76.8,60.5,60,0,0,0,,0,0,23,13.9,309.2,1012.5,24.3,6.5,259.4,22.5,9,,2024-07-28T06:34:52,2024-07-28T20:50:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-07-29,93.4,74.8,81.8,93.1,74.8,81.7,62,53.4,0.01,100,4.17,rain,0,0,25.3,16.1,13.2,1012.1,38.8,6.5,245.9,21.4,8,,2024-07-29T06:35:44,2024-07-29T20:50:00,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-30,80.5,68,73.8,82.7,68,73.9,64.7,73.9,0,0,0,,0,0,19.7,11.4,233.1,1013.4,22.1,6.4,224,19.4,9,,2024-07-30T06:36:36,2024-07-30T20:49:03,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-07-31,85.7,66.2,72.8,87.4,66.2,73,63.8,75.1,0,0,0,,0,0,26.8,16.3,317.5,1015.6,40.2,6.5,183.1,15.7,9,,2024-07-31T06:37:28,2024-07-31T20:48:04,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-01,80.1,66.6,71.7,81.2,66.6,71.8,61.9,72.5,0,0,0,,0,0,29.8,17.6,329.6,1016.6,48.8,6.5,168.4,14.6,9,,2024-08-01T06:38:20,2024-08-01T20:47:03,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-02,81.3,64.8,72,82,64.8,72,60.8,69.5,0,0,0,,0,0,33.6,18.8,338.1,1016.4,43.4,6.5,302.4,26,9,,2024-08-02T06:39:13,2024-08-02T20:46:01,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-03,83.8,64.4,72.6,83.7,64.4,72.6,60.6,68.2,0,0,0,,0,0,29.3,19.7,326.9,1014.8,13.4,6.5,287.6,24.8,9,,2024-08-03T06:40:06,2024-08-03T20:44:58,0.96,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-04,89.6,66.2,75.9,90.8,66.2,76.2,62.1,65.1,0,0,0,,0,0,28.2,15.8,316.2,1013.6,2.4,6.5,287.3,24.8,9,,2024-08-04T06:40:59,2024-08-04T20:43:53,0,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-05,85,66.6,74.4,84.7,66.6,74.5,60.7,63.9,0,0,0,,0,0,33.3,20.8,327.9,1013.5,14.2,6.5,272.9,23.5,9,,2024-08-05T06:41:52,2024-08-05T20:42:47,0.03,Clear,Clear conditions throughout the day.,clear-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-06,84.9,66.5,74.3,86.4,66.5,74.7,64.3,72.4,0,0,0,,0,0,30.2,18.3,336.6,1013,37.9,6.5,248.3,21.4,10,,2024-08-06T06:42:46,2024-08-06T20:41:39,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-07,83.5,66.5,73.8,84.7,66.5,74.1,63.2,71.2,0,0,0,,0,0,29.3,17.6,325.7,1012.4,26.6,6.5,272.8,23.5,10,,2024-08-07T06:43:39,2024-08-07T20:40:31,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-08,78.3,64.7,70,78.3,64.7,70,62.1,76.9,0,0,0,,0,0,30,15.8,319.7,1015.2,40.9,6.5,121.9,10.5,5,,2024-08-08T06:44:33,2024-08-08T20:39:21,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-09,88.5,66.1,73.9,90.5,66.1,74.4,64.1,73.9,0,0,0,,0,0,23.5,12.8,311.8,1016.3,31.1,6.4,284.7,24.8,9,,2024-08-09T06:45:26,2024-08-09T20:38:10,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-10,91.4,65.9,77.4,91.1,65.9,77.3,61.5,61.7,0,0,0,,0,0,17.9,13.9,286.4,1014,10.4,6.5,242.4,21,9,,2024-08-10T06:46:20,2024-08-10T20:36:57,0.2,Clear,Clear conditions throughout the day.,clear-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-11,86,64.7,73.1,87.5,64.7,73.5,63,72.3,0,0,0,,0,0,25.1,15.5,304.1,1012.5,20.7,6.5,261.2,22.5,9,,2024-08-11T06:47:14,2024-08-11T20:35:44,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-12,82.8,66.5,73.3,83.7,66.5,73.5,62.6,70.5,0,0,0,,0,0,32.2,19.7,330.5,1014.6,31.9,6.2,256,22.1,9,,2024-08-12T06:48:08,2024-08-12T20:34:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08534099999,D7126,LPST,LPAR,LPMT,08536099999,LPPT"
"Lisboa, Portugal",2024-08-13,80.1,66.5,72.2,80.3,66.5,72.2,61,69.9,0,0,0,,0,0,26.4,13.3,320.2,1015.6,48.4,6.5,276.3,23.8,9,,2024-08-13T06:49:02,2024-08-13T20:33:13,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
"Lisboa, Portugal",2024-08-14,79.6,64.8,71.2,79.6,64.8,71.2,60.8,71.3,0.005,100,4.17,rain,0,0,32.9,24.9,331.9,1015.8,45.5,6.5,255.4,22.1,9,,2024-08-14T06:49:56,2024-08-14T20:31:56,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08532099999,08534099999,D7126,LPMT,08536099999,LPPT,08537099999"
